Date,Year,Region,Product_Category,Units_Sold,Unit_Price,Total_Sales
30-07-2024,2024,Central,Solar Water Pumps,34,1471.57,50033.38
30-07-2024,2024,North,Solar Water Pumps,451,1056.88,476652.88
30-07-2024,2024,South,Solar Water Pumps,183,1477.48,270378.84
30-07-2024,2024,West,Smart Meters,476,1220.96,581176.96
30-07-2024,2024,South,Monitoring Systems,434,136.46,59223.64
30-07-2024,2024,East,Smart Meters,144,1074.97,154795.68
31-07-2024,2024,North,Solar Lights,389,121.13,47119.57
31-07-2024,2024,South,Solar Water Pumps,125,55.19,6898.75
01-08-2024,2024,East,Hybrid Inverters,27,1477,39879
01-08-2024,2024,North,Monitoring Systems,28,578.03,16184.84
02-08-2024,2024,Central,Solar Lights,130,678.45,88198.5
02-08-2024,2024,North,Monitoring Systems,413,278.05,114834.65
02-08-2024,2024,South,Solar Water Pumps,103,1448.89,149235.67
02-08-2024,2024,West,Inverters,97,157.88,15314.36
03-08-2024,2024,Central,Monitoring Systems,165,1154.01,190411.65
03-08-2024,2024,South,DC Breakers,201,220.45,44310.45
03-08-2024,2024,East,Solar Panels,242,401.03,97049.26
03-08-2024,2024,East,PV Modules,341,121.96,41588.36
03-08-2024,2024,North,Microinverters,447,1433.97,640984.59
04-08-2024,2024,East,Monitoring Systems,115,843.03,96948.45
04-08-2024,2024,South,Microinverters,81,614.85,49802.85
05-08-2024,2024,Central,Solar Water Pumps,332,127.36,42283.52
05-08-2024,2024,North,Inverters,275,519.58,142884.5
05-08-2024,2024,East,PV Modules,496,1035.98,513846.08
05-08-2024,2024,West,Inverters,116,187.56,21756.96
05-08-2024,2024,South,Smart Meters,115,1401.55,161178.25
06-08-2024,2024,Central,Hybrid Inverters,414,265.84,110057.76
06-08-2024,2024,West,Solar Water Pumps,168,1453.31,244156.08
07-08-2024,2024,East,Charge Controllers,48,696.75,33444
07-08-2024,2024,North,PV Modules,407,875.15,356186.05
07-08-2024,2024,West,Smart Meters,265,1090.07,288868.55
07-08-2024,2024,West,Solar Cables,420,240.18,100875.6
07-08-2024,2024,Central,Mounting Structures,171,527.16,90144.36
07-08-2024,2024,South,Solar Cables,187,1450.69,271279.03
07-08-2024,2024,South,Hybrid Inverters,179,416.03,74469.37
07-08-2024,2024,Central,Hybrid Inverters,401,684.36,274428.36
08-08-2024,2024,West,Microinverters,297,1079.9,320730.3
08-08-2024,2024,North,DC Breakers,389,614.58,239071.62
08-08-2024,2024,South,Solar Panels,43,1041.9,44801.7
08-08-2024,2024,North,Inverters,318,1298.26,412846.68
09-08-2024,2024,West,DC Breakers,441,939.25,414209.25
10-08-2024,2024,West,Monitoring Systems,38,1240.93,47155.34
10-08-2024,2024,South,DC Breakers,290,468.78,135946.2
10-08-2024,2024,East,Batteries,348,1100.68,383036.64
10-08-2024,2024,West,Mounting Structures,446,362.96,161880.16
11-08-2024,2024,North,Solar Panels,434,1175.61,510214.74
11-08-2024,2024,North,Solar Lights,266,1100.46,292722.36
11-08-2024,2024,East,Charge Controllers,471,703.87,331522.77
11-08-2024,2024,Central,PV Modules,180,265.72,47829.6
12-08-2024,2024,North,Microinverters,95,72.06,6845.7
12-08-2024,2024,Central,Smart Meters,17,944.25,16052.25
12-08-2024,2024,West,Solar Panels,18,450.12,8102.16
12-08-2024,2024,East,Charge Controllers,307,1017.46,312360.22
12-08-2024,2024,North,DC Breakers,113,306.36,34618.68
12-08-2024,2024,Central,Smart Meters,35,650.84,22779.4
12-08-2024,2024,West,Hybrid Inverters,492,583.99,287323.08
13-08-2024,2024,East,Solar Water Pumps,381,911.21,347171.01
13-08-2024,2024,East,Solar Panels,205,64.46,13214.3
13-08-2024,2024,North,Solar Water Pumps,176,1315,231440
14-08-2024,2024,West,Solar Panels,16,595.03,9520.48
14-08-2024,2024,West,Hybrid Inverters,300,1392.32,417696
14-08-2024,2024,West,Solar Panels,202,1487.07,300388.14
15-08-2024,2024,South,Solar Lights,329,351.14,115525.06
16-08-2024,2024,East,Solar Panels,62,241.61,14979.82
16-08-2024,2024,South,Smart Meters,357,598.38,213621.66
16-08-2024,2024,East,DC Breakers,221,1388.47,306851.87
17-08-2024,2024,South,Smart Meters,78,1392.91,108646.98
17-08-2024,2024,West,Solar Panels,480,338.58,162518.4
17-08-2024,2024,North,DC Breakers,105,443.17,46532.85
17-08-2024,2024,Central,Mounting Structures,484,282.5,136730
18-08-2024,2024,South,PV Modules,252,857.31,216042.12
18-08-2024,2024,North,PV Modules,120,1278.88,153465.6
19-08-2024,2024,West,DC Breakers,417,990.22,412921.74
19-08-2024,2024,Central,Hybrid Inverters,82,355.28,29132.96
19-08-2024,2024,West,Monitoring Systems,42,992.97,41704.74
20-08-2024,2024,North,Microinverters,257,945.83,243078.31
20-08-2024,2024,Central,Monitoring Systems,95,553.91,52621.45
20-08-2024,2024,East,DC Breakers,368,1334.01,490915.68
20-08-2024,2024,South,Microinverters,308,80.7,24855.6
21-08-2024,2024,Central,DC Breakers,193,260.96,50365.28
22-08-2024,2024,South,Solar Panels,357,1256.88,448706.16
22-08-2024,2024,Central,Mounting Structures,118,1195.91,141117.38
22-08-2024,2024,West,Hybrid Inverters,103,732,75396
22-08-2024,2024,Central,Solar Water Pumps,219,352.82,77267.58
22-08-2024,2024,South,Solar Lights,348,1018.56,354458.88
23-08-2024,2024,East,Energy Storage Units,386,782.62,302091.32
23-08-2024,2024,North,Solar Cables,69,780.41,53848.29
23-08-2024,2024,East,Mounting Structures,343,1058.48,363058.64
23-08-2024,2024,South,Inverters,293,364.57,106819.01
23-08-2024,2024,North,Charge Controllers,281,383.96,107892.76
23-08-2024,2024,Central,Microinverters,77,561.62,43244.74
23-08-2024,2024,West,Monitoring Systems,30,240.37,7211.1
23-08-2024,2024,South,Hybrid Inverters,4,633.3,2533.2
24-08-2024,2024,South,Solar Cables,377,1265.88,477236.76
24-08-2024,2024,Central,DC Breakers,66,998.97,65932.02
24-08-2024,2024,Central,Energy Storage Units,354,1283.35,454305.9
25-08-2024,2024,North,DC Breakers,12,720.61,8647.32
25-08-2024,2024,North,Charge Controllers,408,1338.68,546181.44
25-08-2024,2024,South,Mounting Structures,130,830.84,108009.2
25-08-2024,2024,West,Monitoring Systems,413,965.88,398908.44
25-08-2024,2024,Central,DC Breakers,396,1036.21,410339.16
25-08-2024,2024,West,Monitoring Systems,52,1455.51,75686.52
25-08-2024,2024,North,Inverters,214,460.8,98611.2
27-08-2024,2024,Central,Mounting Structures,308,1031.65,317748.2
27-08-2024,2024,South,Inverters,220,673.79,148233.8
27-08-2024,2024,East,Solar Water Pumps,303,983.11,297882.33
27-08-2024,2024,Central,DC Breakers,492,1071.39,527123.88
28-08-2024,2024,Central,Mounting Structures,403,491.16,197937.48
28-08-2024,2024,East,Microinverters,384,745.25,286176
28-08-2024,2024,South,Solar Lights,62,916.8,56841.6
28-08-2024,2024,West,Mounting Structures,210,765.56,160767.6
28-08-2024,2024,Central,Inverters,272,190.04,51690.88
28-08-2024,2024,East,Hybrid Inverters,404,1008.45,407413.8
28-08-2024,2024,East,Monitoring Systems,166,1354.84,224903.44
29-08-2024,2024,South,PV Modules,497,574,285278
29-08-2024,2024,Central,Batteries,208,1293.13,268971.04
29-08-2024,2024,South,Batteries,198,672.52,133158.96
29-08-2024,2024,North,Solar Water Pumps,326,1005,327630
30-08-2024,2024,North,PV Modules,474,540.88,256377.12
30-08-2024,2024,West,Solar Panels,149,890.2,132639.8
30-08-2024,2024,North,Solar Cables,456,1336.01,609220.56
30-08-2024,2024,North,Mounting Structures,248,243.43,60370.64
30-08-2024,2024,South,Smart Meters,252,1164.38,293423.76
31-08-2024,2024,Central,Mounting Structures,16,482.47,7719.52
31-08-2024,2024,South,Energy Storage Units,183,1440.5,263611.5
01-09-2024,2024,South,Energy Storage Units,459,837.02,384192.18
01-09-2024,2024,West,Microinverters,470,301.41,141662.7
01-09-2024,2024,West,Smart Meters,456,1280.43,583876.08
02-09-2024,2024,Central,Charge Controllers,369,1129.12,416645.28
02-09-2024,2024,East,Mounting Structures,115,1185.75,136361.25
02-09-2024,2024,Central,Solar Water Pumps,474,177.03,83912.22
03-09-2024,2024,South,Solar Cables,76,980.72,74534.72
03-09-2024,2024,South,Smart Meters,358,675.31,241760.98
04-09-2024,2024,South,Solar Lights,229,1499.08,343289.32
04-09-2024,2024,Central,Solar Water Pumps,278,831.84,231251.52
04-09-2024,2024,South,Charge Controllers,105,1348.34,141575.7
05-09-2024,2024,North,PV Modules,136,537.36,73080.96
05-09-2024,2024,East,PV Modules,244,952.35,232373.4
05-09-2024,2024,Central,Solar Water Pumps,226,1110.26,250918.76
05-09-2024,2024,Central,Charge Controllers,387,354.15,137056.05
05-09-2024,2024,West,Solar Cables,16,665.61,10649.76
06-09-2024,2024,Central,Batteries,269,511.35,137553.15
06-09-2024,2024,North,Hybrid Inverters,38,116.77,4437.26
07-09-2024,2024,Central,Hybrid Inverters,13,164.13,2133.69
07-09-2024,2024,South,Solar Panels,207,1466.71,303608.97
08-09-2024,2024,Central,DC Breakers,368,484.05,178130.4
09-09-2024,2024,East,DC Breakers,261,496.3,129534.3
09-09-2024,2024,Central,Solar Water Pumps,353,1125.41,397269.73
09-09-2024,2024,East,Solar Cables,389,1184.85,460906.65
09-09-2024,2024,South,Inverters,164,1071.21,175678.44
09-09-2024,2024,South,PV Modules,167,358.94,59942.98
10-09-2024,2024,North,DC Breakers,208,1278.98,266027.84
10-09-2024,2024,West,Inverters,364,755.87,275136.68
11-09-2024,2024,East,Smart Meters,232,86.74,20123.68
11-09-2024,2024,Central,Smart Meters,149,1467.21,218614.29
11-09-2024,2024,Central,PV Modules,80,1141.75,91340
12-09-2024,2024,North,PV Modules,345,593.5,204757.5
12-09-2024,2024,South,PV Modules,240,724.65,173916
12-09-2024,2024,East,Solar Lights,49,93.21,4567.29
12-09-2024,2024,East,PV Modules,254,87.09,22120.86
13-09-2024,2024,South,Microinverters,74,395.52,29268.48
13-09-2024,2024,North,Microinverters,325,1158.76,376597
13-09-2024,2024,Central,Smart Meters,421,1042.97,439090.37
14-09-2024,2024,East,Monitoring Systems,27,1375,37125
14-09-2024,2024,West,Smart Meters,86,655.87,56404.82
15-09-2024,2024,Central,Monitoring Systems,61,1049.74,64034.14
15-09-2024,2024,East,Hybrid Inverters,479,446.87,214050.73
15-09-2024,2024,North,Solar Cables,6,1219.52,7317.12
15-09-2024,2024,South,Microinverters,139,1168.57,162431.23
16-09-2024,2024,South,PV Modules,303,103.19,31266.57
16-09-2024,2024,Central,DC Breakers,110,898.95,98884.5
16-09-2024,2024,North,Microinverters,15,1331.64,19974.6
17-09-2024,2024,East,Charge Controllers,367,418.01,153409.67
17-09-2024,2024,East,Hybrid Inverters,468,1226.98,574226.64
17-09-2024,2024,Central,Microinverters,344,675.04,232213.76
17-09-2024,2024,North,DC Breakers,379,1450.84,549868.36
18-09-2024,2024,East,Batteries,450,675.58,304011
19-09-2024,2024,South,Solar Panels,442,498.41,220297.22
19-09-2024,2024,East,Solar Cables,364,1023.61,372594.04
19-09-2024,2024,West,Solar Lights,415,1052.46,436770.9
19-09-2024,2024,Central,Charge Controllers,52,172.73,8981.96
20-09-2024,2024,East,Hybrid Inverters,336,427.81,143744.16
21-09-2024,2024,South,PV Modules,337,321.61,108382.57
21-09-2024,2024,Central,DC Breakers,236,1245.09,293841.24
21-09-2024,2024,South,Monitoring Systems,134,89.4,11979.6
22-09-2024,2024,South,Solar Panels,379,58.53,22182.87
22-09-2024,2024,East,Hybrid Inverters,327,876.48,286608.96
22-09-2024,2024,East,Microinverters,336,1258.17,422745.12
22-09-2024,2024,Central,Monitoring Systems,472,1102.55,520403.6
23-09-2024,2024,West,Smart Meters,226,1316.54,297538.04
23-09-2024,2024,East,DC Breakers,171,1032.97,176637.87
23-09-2024,2024,West,DC Breakers,281,645.48,181379.88
23-09-2024,2024,North,DC Breakers,339,1070.86,363021.54
24-09-2024,2024,South,Charge Controllers,138,1059.04,146147.52
24-09-2024,2024,East,Solar Cables,261,1153.54,301073.94
24-09-2024,2024,South,Solar Cables,193,508.94,98225.42
25-09-2024,2024,South,PV Modules,334,698.24,233212.16
25-09-2024,2024,South,DC Breakers,159,1145.02,182058.18
26-09-2024,2024,West,Solar Cables,478,397.41,189961.98
26-09-2024,2024,South,Solar Panels,83,541.17,44917.11
26-09-2024,2024,West,Microinverters,132,1287.06,169891.92
26-09-2024,2024,Central,Monitoring Systems,445,957.96,426292.2
27-09-2024,2024,South,PV Modules,110,847.94,93273.4
27-09-2024,2024,West,Solar Water Pumps,50,1163.18,58159
27-09-2024,2024,East,Charge Controllers,141,257.14,36256.74
28-09-2024,2024,South,Inverters,255,308.8,78744
28-09-2024,2024,South,Charge Controllers,116,1024.06,118790.96
29-09-2024,2024,East,Monitoring Systems,101,1282.56,129538.56
29-09-2024,2024,Central,Inverters,14,1208.5,16919
29-09-2024,2024,West,Inverters,109,79.45,8660.05
29-09-2024,2024,Central,Solar Water Pumps,455,940.29,427831.95
29-09-2024,2024,East,Solar Cables,475,1203.68,571748
30-09-2024,2024,Central,Energy Storage Units,183,952.81,174364.23
30-09-2024,2024,North,Solar Cables,375,1072.28,402105
30-09-2024,2024,South,Hybrid Inverters,341,153.6,52377.6
30-09-2024,2024,South,Energy Storage Units,172,406.84,69976.48
30-09-2024,2024,West,Solar Lights,449,262.61,117911.89
30-09-2024,2024,East,Solar Panels,56,492.62,27586.72
01-10-2024,2024,West,Microinverters,409,1114.86,455977.74
01-10-2024,2024,North,Solar Panels,128,548.29,70181.12
01-10-2024,2024,Central,Mounting Structures,19,807.3,15338.7
02-10-2024,2024,West,Monitoring Systems,42,768.81,32290.02
02-10-2024,2024,East,Charge Controllers,118,634.4,74859.2
02-10-2024,2024,North,PV Modules,87,684.54,59554.98
02-10-2024,2024,South,Hybrid Inverters,304,879.18,267270.72
02-10-2024,2024,South,Solar Lights,231,883.94,204190.14
02-10-2024,2024,South,Smart Meters,327,630.34,206121.18
02-10-2024,2024,Central,Solar Cables,237,403.7,95676.9
03-10-2024,2024,North,Solar Panels,316,195.58,61803.28
03-10-2024,2024,North,Mounting Structures,172,1311.21,225528.12
03-10-2024,2024,North,Solar Water Pumps,175,318.64,55762
04-10-2024,2024,West,DC Breakers,60,725.62,43537.2
04-10-2024,2024,Central,Solar Water Pumps,149,1149.72,171308.28
04-10-2024,2024,South,Solar Panels,57,909.04,51815.28
04-10-2024,2024,North,Charge Controllers,255,1165.19,297123.45
04-10-2024,2024,Central,PV Modules,324,461.03,149373.72
04-10-2024,2024,East,Solar Panels,438,1059.25,463951.5
04-10-2024,2024,South,Solar Lights,57,688.19,39226.83
05-10-2024,2024,East,PV Modules,346,1022.01,353615.46
05-10-2024,2024,East,Smart Meters,387,389.95,150910.65
05-10-2024,2024,Central,Solar Water Pumps,89,1045.06,93010.34
05-10-2024,2024,North,Hybrid Inverters,78,373.31,29118.18
06-10-2024,2024,North,DC Breakers,376,1216.21,457294.96
06-10-2024,2024,North,Solar Lights,101,374.71,37845.71
06-10-2024,2024,North,Inverters,405,1295.8,524799
07-10-2024,2024,East,Solar Panels,364,221.68,80691.52
07-10-2024,2024,East,Solar Panels,412,276.74,114016.88
08-10-2024,2024,West,DC Breakers,109,1015.23,110660.07
08-10-2024,2024,East,Charge Controllers,81,145.6,11793.6
08-10-2024,2024,North,Smart Meters,375,245.34,92002.5
08-10-2024,2024,East,Solar Lights,77,1297.76,99927.52
09-10-2024,2024,West,Solar Panels,231,1100.15,254134.65
09-10-2024,2024,Central,Solar Cables,10,1029.02,10290.2
09-10-2024,2024,Central,Batteries,24,621.22,14909.28
10-10-2024,2024,South,Solar Water Pumps,111,1339.38,148671.18
10-10-2024,2024,North,Batteries,497,497.75,247381.75
10-10-2024,2024,Central,Solar Lights,302,540.25,163155.5
10-10-2024,2024,North,Mounting Structures,69,823.93,56851.17
10-10-2024,2024,South,Mounting Structures,424,1203.77,510398.48
10-10-2024,2024,Central,Solar Lights,272,213.71,58129.12
11-10-2024,2024,Central,Microinverters,467,431.63,201571.21
11-10-2024,2024,South,Solar Cables,194,1244,241336
11-10-2024,2024,East,Mounting Structures,196,983.15,192697.4
11-10-2024,2024,South,Monitoring Systems,303,726.6,220159.8
12-10-2024,2024,North,Mounting Structures,340,1022.08,347507.2
12-10-2024,2024,West,Smart Meters,316,1433.49,452982.84
13-10-2024,2024,West,Mounting Structures,258,872,224976
13-10-2024,2024,North,Inverters,432,252.57,109110.24
13-10-2024,2024,Central,Inverters,128,908.58,116298.24
13-10-2024,2024,Central,DC Breakers,43,883.88,38006.84
14-10-2024,2024,North,Solar Cables,71,992.86,70493.06
14-10-2024,2024,East,Solar Lights,166,362.87,60236.42
14-10-2024,2024,North,Solar Water Pumps,202,416.91,84215.82
15-10-2024,2024,South,Solar Cables,429,1317.43,565177.47
15-10-2024,2024,North,Monitoring Systems,296,1396.77,413443.92
15-10-2024,2024,West,Microinverters,320,1310,419200
16-10-2024,2024,South,Microinverters,229,986.28,225858.12
16-10-2024,2024,Central,PV Modules,416,808.54,336352.64
16-10-2024,2024,South,Microinverters,17,81.39,1383.63
17-10-2024,2024,Central,DC Breakers,224,466.31,104453.44
17-10-2024,2024,East,Charge Controllers,80,448.37,35869.6
17-10-2024,2024,North,PV Modules,419,1324.45,554944.55
17-10-2024,2024,West,Charge Controllers,67,606.95,40665.65
18-10-2024,2024,Central,DC Breakers,437,1260.27,550737.99
18-10-2024,2024,West,Inverters,179,832.05,148936.95
18-10-2024,2024,Central,Monitoring Systems,280,385.97,108071.6
19-10-2024,2024,West,Inverters,477,1262.18,602059.86
19-10-2024,2024,West,Hybrid Inverters,209,1195.02,249759.18
19-10-2024,2024,North,Charge Controllers,413,590.66,243942.58
19-10-2024,2024,Central,Solar Panels,39,300.05,11701.95
21-10-2024,2024,West,Inverters,21,1086.9,22824.9
21-10-2024,2024,East,Batteries,438,1252.76,548708.88
21-10-2024,2024,West,Microinverters,470,697.12,327646.4
21-10-2024,2024,South,Microinverters,251,89.44,22449.44
21-10-2024,2024,North,Solar Panels,304,242.85,73826.4
21-10-2024,2024,West,Solar Water Pumps,214,1306.58,279608.12
21-10-2024,2024,South,Mounting Structures,375,155.21,58203.75
21-10-2024,2024,West,Microinverters,319,677.8,216218.2
22-10-2024,2024,South,Hybrid Inverters,69,257.44,17763.36
22-10-2024,2024,South,Microinverters,227,239.39,54341.53
22-10-2024,2024,Central,Solar Water Pumps,141,937.78,132226.98
23-10-2024,2024,East,Charge Controllers,221,376.02,83100.42
23-10-2024,2024,Central,Batteries,333,225.22,74998.26
23-10-2024,2024,East,Solar Panels,475,444.18,210985.5
23-10-2024,2024,West,Batteries,497,1093.98,543708.06
23-10-2024,2024,North,Mounting Structures,37,1203.41,44526.17
23-10-2024,2024,Central,Energy Storage Units,474,1268.8,601411.2
24-10-2024,2024,West,Microinverters,464,561.89,260716.96
24-10-2024,2024,North,Smart Meters,19,789.13,14993.47
25-10-2024,2024,Central,Charge Controllers,372,295.44,109903.68
25-10-2024,2024,South,Inverters,383,591.94,226713.02
25-10-2024,2024,Central,Solar Panels,354,1235.92,437515.68
25-10-2024,2024,South,Solar Cables,156,695.41,108483.96
25-10-2024,2024,East,Solar Cables,222,386.79,85867.38
26-10-2024,2024,West,Solar Lights,307,578.22,177513.54
26-10-2024,2024,North,Charge Controllers,304,1326.8,403347.2
26-10-2024,2024,North,Solar Cables,91,1400.54,127449.14
26-10-2024,2024,Central,Microinverters,74,430.57,31862.18
26-10-2024,2024,North,Solar Panels,491,1358.4,666974.4
27-10-2024,2024,South,Solar Water Pumps,417,173.93,72528.81
27-10-2024,2024,East,Solar Lights,477,1455.42,694235.34
28-10-2024,2024,East,Mounting Structures,259,472.79,122452.61
28-10-2024,2024,West,Solar Panels,21,1112.51,23362.71
28-10-2024,2024,North,Monitoring Systems,314,416.85,130890.9
28-10-2024,2024,Central,Energy Storage Units,324,391.68,126904.32
28-10-2024,2024,West,Solar Panels,361,1367.79,493772.19
29-10-2024,2024,North,Solar Lights,269,675.6,181736.4
30-10-2024,2024,North,PV Modules,408,1114.98,454911.84
30-10-2024,2024,North,PV Modules,448,632.36,283297.28
30-10-2024,2024,South,Microinverters,282,957.06,269890.92
30-10-2024,2024,North,Solar Panels,210,714.72,150091.2
30-10-2024,2024,East,Hybrid Inverters,288,1234.39,355504.32
30-10-2024,2024,North,Solar Cables,395,903.3,356803.5
30-10-2024,2024,Central,Solar Cables,476,1264.07,601697.32
31-10-2024,2024,Central,PV Modules,286,1122.64,321075.04
31-10-2024,2024,West,Monitoring Systems,199,386.18,76849.82
31-10-2024,2024,West,Monitoring Systems,271,1378.1,373465.1
31-10-2024,2024,North,Mounting Structures,424,569.53,241480.72
31-10-2024,2024,South,Solar Lights,57,335.35,19114.95
31-10-2024,2024,East,Inverters,166,1292.15,214496.9
31-10-2024,2024,East,Solar Lights,306,947.08,289806.48
01-11-2024,2024,North,Solar Cables,71,833.43,59173.53
01-11-2024,2024,South,Smart Meters,382,1333.68,509465.76
01-11-2024,2024,South,DC Breakers,282,341.08,96184.56
01-11-2024,2024,West,Microinverters,448,450.4,201779.2
02-11-2024,2024,South,Smart Meters,346,1027.33,355456.18
02-11-2024,2024,North,Hybrid Inverters,26,717.49,18654.74
02-11-2024,2024,Central,Charge Controllers,234,1198.65,280484.1
02-11-2024,2024,Central,Charge Controllers,249,680.46,169434.54
03-11-2024,2024,East,Mounting Structures,161,1311.05,211079.05
03-11-2024,2024,East,Solar Water Pumps,133,1240.32,164962.56
03-11-2024,2024,West,Charge Controllers,218,898.24,195816.32
03-11-2024,2024,West,Hybrid Inverters,254,1218.63,309532.02
04-11-2024,2024,Central,Microinverters,93,717.62,66738.66
04-11-2024,2024,South,Solar Water Pumps,160,97.72,15635.2
04-11-2024,2024,South,Energy Storage Units,292,834.55,243688.6
04-11-2024,2024,Central,Smart Meters,353,940.15,331872.95
05-11-2024,2024,South,Solar Panels,396,1342.73,531721.08
06-11-2024,2024,East,Solar Lights,81,318.64,25809.84
06-11-2024,2024,South,Energy Storage Units,323,431.67,139429.41
07-11-2024,2024,South,Solar Cables,149,1482.12,220835.88
07-11-2024,2024,West,PV Modules,47,621.13,29193.11
07-11-2024,2024,North,Microinverters,121,776.25,93926.25
07-11-2024,2024,West,Monitoring Systems,305,299.85,91454.25
08-11-2024,2024,West,Inverters,238,1229.02,292506.76
08-11-2024,2024,West,Batteries,1,495.78,495.78
09-11-2024,2024,East,Solar Panels,277,992.65,274964.05
09-11-2024,2024,East,Microinverters,15,728.92,10933.8
09-11-2024,2024,North,Solar Panels,304,683.33,207732.32
09-11-2024,2024,South,PV Modules,69,1454.23,100341.87
09-11-2024,2024,Central,Monitoring Systems,108,247.57,26737.56
09-11-2024,2024,South,Hybrid Inverters,327,595.42,194702.34
10-11-2024,2024,East,Microinverters,343,58.82,20175.26
10-11-2024,2024,North,Inverters,449,953.56,428148.44
10-11-2024,2024,South,DC Breakers,487,267.81,130423.47
10-11-2024,2024,East,Hybrid Inverters,307,701.39,215326.73
10-11-2024,2024,North,Smart Meters,365,148.94,54363.1
10-11-2024,2024,Central,Solar Water Pumps,28,341.56,9563.68
11-11-2024,2024,Central,DC Breakers,10,1321.41,13214.1
11-11-2024,2024,Central,Charge Controllers,313,1425.76,446262.88
12-11-2024,2024,East,Charge Controllers,165,143.82,23730.3
12-11-2024,2024,South,Batteries,438,833.77,365191.26
13-11-2024,2024,North,Solar Cables,13,995.23,12937.99
13-11-2024,2024,North,Smart Meters,9,662.9,5966.1
13-11-2024,2024,Central,Inverters,343,1217.61,417640.23
14-11-2024,2024,East,PV Modules,439,1282.01,562802.39
14-11-2024,2024,South,Hybrid Inverters,34,688.76,23417.84
14-11-2024,2024,Central,Energy Storage Units,29,322.81,9361.49
14-11-2024,2024,East,Solar Lights,62,529.9,32853.8
15-11-2024,2024,North,Energy Storage Units,258,360.15,92918.7
15-11-2024,2024,West,Energy Storage Units,218,1257.52,274139.36
16-11-2024,2024,West,Solar Lights,99,761.02,75340.98
16-11-2024,2024,Central,Hybrid Inverters,60,1042.13,62527.8
16-11-2024,2024,Central,Smart Meters,263,1109.47,291790.61
17-11-2024,2024,East,Solar Water Pumps,212,524.51,111196.12
17-11-2024,2024,Central,Solar Lights,443,413.24,183065.32
17-11-2024,2024,Central,PV Modules,168,1066.41,179156.88
17-11-2024,2024,West,Solar Panels,465,1199.86,557934.9
17-11-2024,2024,East,Solar Lights,180,647.09,116476.2
17-11-2024,2024,East,Solar Panels,493,985.02,485614.86
18-11-2024,2024,Central,Microinverters,361,1106.53,399457.33
18-11-2024,2024,East,Solar Water Pumps,71,512.69,36400.99
18-11-2024,2024,Central,Energy Storage Units,289,800.07,231220.23
18-11-2024,2024,East,Batteries,326,944.27,307832.02
18-11-2024,2024,East,Mounting Structures,407,969.41,394549.87
19-11-2024,2024,West,Monitoring Systems,111,218.23,24223.53
19-11-2024,2024,West,Mounting Structures,192,77.91,14958.72
19-11-2024,2024,East,Batteries,40,1189.15,47566
20-11-2024,2024,South,Solar Cables,87,94.32,8205.84
20-11-2024,2024,Central,Solar Panels,274,1248.63,342124.62
20-11-2024,2024,West,Smart Meters,25,342.93,8573.25
20-11-2024,2024,East,Smart Meters,498,997.67,496839.66
20-11-2024,2024,East,Microinverters,94,246.41,23162.54
20-11-2024,2024,Central,DC Breakers,78,1265.53,98711.34
20-11-2024,2024,Central,Monitoring Systems,375,76.89,28833.75
20-11-2024,2024,Central,Inverters,180,922.88,166118.4
21-11-2024,2024,North,Solar Lights,176,535.25,94204
21-11-2024,2024,North,Smart Meters,42,1141.04,47923.68
21-11-2024,2024,South,Hybrid Inverters,238,76.91,18304.58
22-11-2024,2024,South,PV Modules,383,879.51,336852.33
22-11-2024,2024,South,Smart Meters,367,355.2,130358.4
22-11-2024,2024,East,Batteries,273,406.84,111067.32
23-11-2024,2024,West,DC Breakers,53,370.5,19636.5
23-11-2024,2024,West,Microinverters,332,1397.25,463887
24-11-2024,2024,South,Solar Cables,181,698.13,126361.53
24-11-2024,2024,South,Monitoring Systems,298,766.14,228309.72
24-11-2024,2024,West,Solar Cables,286,452.44,129397.84
25-11-2024,2024,North,Smart Meters,441,890.5,392710.5
25-11-2024,2024,Central,Microinverters,37,310.55,11490.35
25-11-2024,2024,East,Monitoring Systems,428,1496.25,640395
25-11-2024,2024,East,Charge Controllers,220,1315.87,289491.4
25-11-2024,2024,West,Solar Cables,49,303.31,14862.19
25-11-2024,2024,West,Solar Lights,220,284.93,62684.6
25-11-2024,2024,North,DC Breakers,417,1307.96,545419.32
26-11-2024,2024,West,Solar Panels,105,635.33,66709.65
26-11-2024,2024,North,Solar Lights,13,416.57,5415.41
26-11-2024,2024,South,Hybrid Inverters,114,1322.86,150806.04
26-11-2024,2024,East,PV Modules,150,96.09,14413.5
26-11-2024,2024,North,Mounting Structures,119,1457.37,173427.03
26-11-2024,2024,West,Inverters,4,1448.29,5793.16
26-11-2024,2024,North,Charge Controllers,495,1428.53,707122.35
27-11-2024,2024,North,Solar Water Pumps,92,1388.91,127779.72
27-11-2024,2024,West,Hybrid Inverters,334,1182.62,394995.08
27-11-2024,2024,Central,Solar Lights,252,594.49,149811.48
27-11-2024,2024,Central,Solar Panels,390,321.37,125334.3
28-11-2024,2024,East,Hybrid Inverters,62,182.55,11318.1
28-11-2024,2024,South,Solar Lights,260,269.3,70018
28-11-2024,2024,East,PV Modules,84,1413.84,118762.56
29-11-2024,2024,Central,Energy Storage Units,410,413.79,169653.9
29-11-2024,2024,West,Inverters,356,868.29,309111.24
29-11-2024,2024,West,Solar Cables,188,1308.55,246007.4
29-11-2024,2024,East,DC Breakers,404,1231.56,497550.24
